,items
1,Medialuna,Pastry
2,Alfajores
3,Pastry,Dulce de Leche
4,Art Tray,Tartine
5,Fudge,My-5 Fruit Shoot,Kids biscuit,Muffin
6,Farm House
7,Jam
8,Focaccia
9,Coke
10,Pintxos
11,Pintxos
12,Juice
13,Coke
14,Pintxos
15,Pintxos
16,Pintxos
17,Coke,Pintxos
18,Cake,Tea
19,Afternoon with the baker
20,Afternoon with the baker
21,Afternoon with the baker
22,Coffee,Coffee,Coffee,Cake,Bread,Alfajores
23,Truffles,Coffee,Tshirt
24,Coffee
25,Hot chocolate
26,Coffee
27,Juice
28,Juice,Truffles,Mineral water
29,Tshirt
30,Tshirt
31,Tea,Tea,Hot chocolate
32,Tshirt
33,Bread,Hot chocolate,Tshirt
34,Vegan Feast,Tea
35,Postcard,Coffee
36,Tshirt,Coke
37,Coke
38,Tshirt
39,Coke
40,Truffles
41,Tshirt
42,Tshirt
43,Tea
44,Coke
45,Tshirt,Fudge
46,Hot chocolate,Coffee
47,Tshirt
48,Valentine's card,Tshirt
49,Tshirt
50,Tshirt,Postcard
51,Tshirt
52,Valentine's card,Tshirt,Postcard
53,Valentine's card
54,Valentine's card
55,Postcard
56,Nomad bag,Postcard,Tshirt
57,Tshirt,Postcard
58,Tshirt,Postcard
59,Postcard
60,Postcard
61,Tshirt
62,Tshirt,Postcard
63,Afternoon with the baker
64,Bread
65,Bread,Scandinavian
66,Tea,Tea,Cake,Medialuna,Medialuna,Coffee,Scandinavian
67,Scandinavian
68,Bread,Soup
69,Afternoon with the baker
70,Afternoon with the baker
71,Coffee,Coffee
72,Afternoon with the baker
73,Afternoon with the baker
74,Hot chocolate,Cake
75,Hot chocolate,Cake
76,Scandinavian
77,Afternoon with the baker
78,Afternoon with the baker
79,Afternoon with the baker
80,Afternoon with the baker,Afternoon with the baker
81,Afternoon with the baker
82,Coffee
83,Bread,Juice,Muffin,Cookies
84,The Nomad,Duck egg,Coffee,Coffee,Tea
85,Coffee,Muffin
86,Hot chocolate,Coffee,Scone,Cake
87,Coffee,Coke,Salad
88,Afternoon with the baker
89,Bread,Coffee,Juice,Cake
90,Mortimer,Coffee granules
91,Coffee,Coffee,Chicken Stew,Extra Salami or Feta
92,Tea,Bread,Coffee,Scone,Medialuna,Bread
