,items
1,Coffee,Coffee,Muffin
2,Bread,Coffee
3,Tea,Juice,Pick and Mix Bowls,Cookies
4,Hearty & Seasonal,Soup
5,Hearty & Seasonal,Tea,Farm House
6,Bread
7,Tea,Soup
8,Farm House
9,Soup,Hearty & Seasonal,Coffee
10,Bread,Muffin,Hearty & Seasonal
11,Coffee,Coffee,Cookies
12,Bread
13,Tea,Muffin
14,Tea
15,Soup,Hearty & Seasonal
16,Coffee,Tea,Focaccia
17,Sandwich
18,Tartine,Coffee
19,Fudge,Coffee,Coffee
20,Coffee
21,Bread
22,Coke,Soup
23,Muffin
24,Tea,Coffee,Cookies,Muffin
25,Mighty Protein,Hearty & Seasonal,Coffee,Coke
26,Tea,Muffin,Sandwich
27,Coffee,Muffin
28,Coffee,Bread
29,Coffee,Muffin
30,Bread,Hot chocolate,Cookies
31,Mineral water,Muffin
32,Tea
33,Muffin
34,Coffee,Juice
35,Coffee,Muffin
36,Tea
37,Coffee,Muffin
38,Sandwich,Hearty & Seasonal,Bread,Mineral water
39,Tea,Coffee
40,Mineral water
41,Coffee
42,Soup,Tea
43,Hearty & Seasonal,Coffee,Muffin
44,Bread
45,Coffee
46,Scandinavian
47,Soup,Coffee
48,Coffee,Cookies,Tartine
49,Bread
50,Bread,Tea,Tea
51,Pastry,Coffee
52,Tartine,Coffee
53,Bread,Cookies
54,Sandwich
55,Tartine
56,Bread,Pastry
57,Bread,Scandinavian
58,Scandinavian
59,Alfajores,Coffee
60,Coffee
61,Coffee,Coke,Soup
62,Cake
63,Tea,Sandwich,Soup
64,Coffee
65,Hearty & Seasonal,Bread
66,Alfajores
67,Cake
68,Tea,Tea,Bread
69,Coffee,Tea,Bread,Soup
70,Coffee,Coffee
71,Scandinavian
72,Fudge
73,Coffee,Sandwich
74,Tea,Bread,Cookies,Pastry
75,Muffin
76,Scandinavian
77,Jam,Tea
78,Juice,Tea,Alfajores
79,Cake,Muffin,Coffee,Soup
80,Hot chocolate,Cake,Coffee
81,Cake,Cookies
82,Tea,Bread
83,Alfajores,Coffee,Coffee,Coffee,Juice
84,Coffee,Tea,Soup
85,Hot chocolate
86,Cookies
87,Coffee,Medialuna
88,Bread,Eggs
89,Hearty & Seasonal,Coffee,Muffin,Scandinavian
90,Tartine,Pick and Mix Bowls,Coffee,Coke
91,Bread
92,Scandinavian,Farm House,Alfajores,Coffee,Coffee
93,Juice,Mineral water,Soup
94,Soup,Tea
95,Juice,Tea,Cookies,Soup
96,Hearty & Seasonal,Tea
97,Fudge
98,Coffee,Mineral water,Juice,Soup
99,Hearty & Seasonal
100,Hearty & Seasonal,Smoothies
101,Hearty & Seasonal,Tea
102,Coffee,Sandwich,Sandwich
103,Cookies,Farm House
104,Soup,Tea,Juice
105,Soup
106,Coffee
107,Bread
108,Cookies,Tea
109,Soup,Hearty & Seasonal,Bread
110,Coffee
111,Coffee
112,Coffee,Tea
113,Bread
114,Tea
115,Coffee,Tea
116,Coffee
117,Fudge
118,Tea
119,Soup,Tea
120,Juice
121,Alfajores
122,Bread
123,Coffee,Alfajores
124,Juice,Alfajores,Cookies,Pick and Mix Bowls,Mineral water
125,Coffee,Coffee,Bread,Hearty & Seasonal,Pick and Mix Bowls,Sandwich,Focaccia
126,Coffee
127,Coffee,Sandwich,Brownie
128,Brownie,Cookies
129,Coffee
130,Coffee
131,Sandwich,Bread,Coffee
132,Coffee,Hot chocolate
133,Tea
134,Sandwich,Coffee,Brownie
135,Brownie,Pastry,Focaccia,Farm House
136,Cake,Focaccia
137,Soup,Hearty & Seasonal,Mineral water
138,Hearty & Seasonal
139,Hearty & Seasonal
140,Coffee,Coffee,Pastry
141,Coffee
142,Tea,Cake
143,Coffee,Soup
144,Bread,Focaccia,Fudge
145,Hot chocolate,Coffee,Alfajores
146,Brownie,Pastry,Cake
147,Medialuna,Alfajores,Dulce de Leche
148,Dulce de Leche,Alfajores
149,Bread,Cake
150,Cake,Coffee
151,Bread
152,Sandwich
153,Bread,Coffee,Alfajores,Medialuna
154,Coffee
155,Bread,Alfajores
156,Tea,Coffee
157,Bread
158,Dulce de Leche
159,Farm House
160,Fudge
161,Coffee
162,Coffee,Alfajores,Juice,Ella's Kitchen Pouches,Brownie
163,Alfajores
164,Alfajores,Brownie,Cookies,Bread,Juice
165,Cake,Cookies
166,Pick and Mix Bowls
167,Coffee
168,Farm House
169,Bread
170,Fudge,Fudge
171,Coffee,Pick and Mix Bowls
172,Pastry,Bread
173,Soup,Scandinavian,Coffee,Mineral water
174,Juice,Mineral water,Sandwich,Pick and Mix Bowls
175,Bread,Pastry,Bread
176,Hearty & Seasonal,Hearty & Seasonal,Coffee,Coffee
177,Bread,Hearty & Seasonal,Coffee,Mineral water
178,Coffee,Tartine,Sandwich,Brownie
179,Coffee,Brownie
180,Alfajores,Coffee,Tartine
181,Mighty Protein,Coffee
182,Coffee,Hot chocolate
183,Soup,Jam,Coffee,Coffee
184,Mineral water,Brownie
185,Scandinavian,Coffee
186,Scandinavian,Coffee
187,Coffee,Coffee
188,Coffee,Coffee,Hot chocolate,Brownie,Hearty & Seasonal
189,Tea,Cake
190,Medialuna
191,Alfajores,Tea,Coffee
192,Coffee,Juice,Brownie,Alfajores
193,Coffee,Sandwich
194,Bread,Soup
195,Soup,Bread
196,Bread
197,Tea,Brownie,Cookies
198,Coffee,Bread,Brownie
199,Brownie
200,Cookies,Bread,Jam
201,Coffee
202,Tea,Brownie,Tea
203,Alfajores,Medialuna,Scandinavian
204,Coffee,Tea
205,Bread
206,Coffee,Coke
207,Coffee,Muffin
208,Coffee,Bread,Coffee,Medialuna,Muffin,Scandinavian
209,Bread
210,Coke
211,Bread,Scandinavian
212,Coffee
213,Bread
214,Scandinavian,Bread
215,Fudge,Fudge
216,Soup,Hearty & Seasonal,Coffee
217,Coke
218,Coffee,Cookies,Tea
219,Pastry,Tea,Coffee
220,Bread
221,Coffee,Medialuna
222,Coffee,Coffee,Muffin,Sandwich,Soup
223,Tea,Coffee,Muffin
224,Alfajores
225,Bread
226,Coffee,Medialuna
227,Coffee
228,Coffee
229,Medialuna
230,Empanadas,Bread,Scandinavian
231,Coffee,Tartine
232,Tea
233,Scandinavian
234,Muffin
235,Scandinavian,Bread
236,Bread
237,Coffee
238,Bread
239,Bread
240,Pastry,Medialuna
241,Brownie
242,Farm House
243,Coffee,Cookies
244,Soup
245,Art Tray,Coffee,Coffee,Brownie
246,Coffee
247,Farm House
248,Soup,Art Tray,Alfajores,Frittata
249,Sandwich,Coffee
250,Tea
251,Farm House
252,Scandinavian,Muffin
253,Farm House
254,Scandinavian
255,Soup
256,Hearty & Seasonal,Tea,Bread
257,Hot chocolate
258,Coffee,Sandwich,Hearty & Seasonal
259,Brownie,Hearty & Seasonal,Sandwich,Coffee
260,Medialuna,Coffee
261,Coffee,Brownie,Soup
262,Sandwich,Sandwich,Alfajores,Alfajores,Focaccia
263,Farm House,Tartine
264,Bread
265,Coffee
266,Hot chocolate,Tea,Muffin
267,Pastry
268,Coffee,Brownie,Hearty & Seasonal,Soup,Bowl Nic Pitt
269,Coffee
270,Alfajores,Medialuna,Scandinavian,Farm House
271,Soup,Coffee
272,Tea,Tea
273,Coffee,Tea,Cookies
274,Tea,Muffin
275,Coffee,Coffee,Brownie
276,Coffee
277,Coffee
278,Coffee
279,Farm House
280,Coffee,Bread Pudding
281,Coffee,Medialuna
282,Coffee,Medialuna
283,Tea
284,Juice,Coke,Soup
285,Bread
286,Brownie
287,Brownie,Bread,Coffee
288,Coffee,Pastry,Bread,Hearty & Seasonal
289,Bread,Coffee,Brownie
290,Coffee
291,Bread,Cookies
292,Fudge,Eggs
293,Bread
294,Bread,Muffin
295,Soup
296,Coffee,Bread Pudding
297,Bread,Tartine
298,Sandwich,Coffee,Fudge,Jam,Bread Pudding
299,Bread Pudding,Soup,Coffee
300,Hearty & Seasonal,Bread
301,Coffee,Coffee,Cookies
302,Coffee
303,Bread
304,Coffee,Bread,Soup
305,Soup,Tea,Focaccia
306,Coffee,My-5 Fruit Shoot,Cookies
307,Coffee,Coffee
308,Brownie
309,Bread,Tea,Empanadas
310,Bread,Hot chocolate
311,Coffee,Cookies
312,Bread
313,Tartine,Sandwich,Tea,Bread
314,Soup,Sandwich,Bread
315,Soup,Bread
316,Fudge
317,Coffee
318,Coffee,Empanadas,Soup
319,Bread,Coffee,Brownie
320,Coffee,Smoothies,Juice,Soup,Hearty & Seasonal
321,Alfajores,Sandwich,Hot chocolate,Coffee,Scandinavian,Cookies
322,Tea,Coffee
323,Bread,Cookies
324,Alfajores,Cookies,Bread,Bread
325,Tea,Brownie
326,Tea,Bread
327,Coffee,Alfajores
328,Bread
329,Empanadas,Coffee
330,Bread
331,Coffee,Hot chocolate
332,Coffee
333,Coffee,Brownie
334,Tea,Hot chocolate,Brownie,Truffles
335,Coffee,Keeping It Local
336,Coffee
337,Alfajores
338,Scandinavian,Chimichurri Oil
339,Bread,Truffles
340,Brownie,Focaccia
341,Coffee,Bread
342,Coffee,Tea,Art Tray,Cookies
343,Coffee
344,Bread
345,Bread
346,Coffee,Soup
347,Soup
348,Coffee,Bread,Coffee,Alfajores,Alfajores
349,Farm House
350,Farm House,Chimichurri Oil
351,Farm House
352,Sandwich
353,Soup,Bread
354,Coffee,Art Tray,Frittata,Sandwich
355,Scandinavian,Fairy Doors
356,Mineral water,Cookies
357,Brownie,Coffee,Coffee
358,Bread,Hearty & Seasonal
359,Hearty & Seasonal,Bread
360,Scandinavian,Focaccia
361,Fudge
362,Coffee,Tea,Cake
363,Coffee
364,Truffles
365,Coffee,Coffee,Brownie
366,Scandinavian
367,Muffin,Coffee
368,Soup,Coke,Hot chocolate,Fudge
369,Sandwich,Juice,Alfajores
370,Coffee,Alfajores
371,Brownie,Coffee,Hot chocolate,Coffee,Juice
372,Scandinavian
373,Coffee
374,Hot chocolate,My-5 Fruit Shoot,Cake
375,Soup,Sandwich,Tea,Alfajores,Alfajores
376,Mineral water
377,Bread
378,Mineral water,Coffee,Kids biscuit,Muffin
379,Pastry
380,Coffee,Keeping It Local
381,Bread,Sandwich,Tea
382,Fudge,Fudge,Bread,Truffles
383,Sandwich,Coffee
384,Coffee,Tea,Truffles
385,Bread
386,Sandwich,Coffee,Tea
387,Coffee
388,Sandwich,Bread
389,Hearty & Seasonal,Hearty & Seasonal,Alfajores,Truffles
390,Frittata,Muffin,Coffee,Coffee
391,Sandwich,Hot chocolate,Coffee,Hearty & Seasonal,Cookies
392,Bread,Bread,Sandwich
393,Farm House
394,Coffee,Muffin
395,Scandinavian,Bread
396,Sandwich,Soup,Coffee,Tea
397,Farm House
398,Coffee,Tea
399,Soup,Jam,Muffin,Coffee
400,Bread
401,Coffee,Soup
402,Coffee,Coffee,Muffin
403,Bread,Muffin,Kids biscuit
404,Coffee,Bread
405,Coffee
406,Muffin
407,Ella's Kitchen Pouches,Bread,Muffin
408,Soup,Sandwich,Frittata
409,Bread,Sandwich
410,Coffee,Bread,Coffee,Bread,Cookies
411,Bread,Art Tray,Tea,Hot chocolate
